,values,eff,size,lowerCI_95%,upperCI_95%,feature
41,80.16411111111111,-0.003537516291193435,106.0,-0.003537516291193435,-0.003537516291193435,mean_interlog_time_http_interlog_time
42,90.17980000000001,-0.003537516291193435,107.0,-0.003537516291193435,-0.003537516291193435,mean_interlog_time_http_interlog_time
43,106.833,-0.003537516291193435,108.0,-0.003537516291193435,-0.003537516291193435,mean_interlog_time_http_interlog_time
44,138.9515,-0.003537516291193435,108.0,-0.003537516291193435,-0.003537516291193435,mean_interlog_time_http_interlog_time
45,468.273,-0.003537516291193435,107.0,-0.003537516291193435,-0.003537516291193435,mean_interlog_time_http_interlog_time
0,0.0,0.0,5344.0,,,dns_protocol_tcp_ratio
1,0.013333333333333334,0.0,1.0,0.0,0.0,dns_protocol_tcp_ratio
2,0.015873015873015872,0.0,1.0,0.0,0.0,dns_protocol_tcp_ratio
3,0.034482758620689655,0.0,2.0,0.0,0.0,dns_protocol_tcp_ratio
4,0.038461538461538464,0.0,1.0,0.0,0.0,dns_protocol_tcp_ratio
5,0.05,0.0,1.0,0.0,0.0,dns_protocol_tcp_ratio
6,0.05263157894736842,0.0,5.0,0.0,0.0,dns_protocol_tcp_ratio
7,0.05555555555555555,0.0,6.0,0.0,0.0,dns_protocol_tcp_ratio
8,0.07692307692307693,0.0,4.0,0.0,0.0,dns_protocol_tcp_ratio
9,0.14285714285714285,0.0,6.0,0.0,0.0,dns_protocol_tcp_ratio
0,0.0,0.0001861850679575498,0.0,,,dns_common_udp_ports_ratio
1,0.0457516339869281,0.0001861850679575498,2796.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
2,0.4,0.0001861850679575498,113.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
3,0.5714285714285714,0.0001861850679575498,99.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
4,0.75,0.0001861850679575498,126.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
5,0.8571428571428571,0.0001861850679575498,90.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
6,0.9565217391304348,0.0001861850679575498,110.0,0.0001861850679575498,0.0001861850679575498,dns_common_udp_ports_ratio
7,1.0,-0.0007956509654248753,2037.0,-0.0021568562737464317,0.000565554342896681,dns_common_udp_ports_ratio
0,0.0,-0.0008378328058089741,0.0,,,dns_rcode_error_ratio
1,0.10344827586206898,-0.0008378328058089741,5263.0,-0.0008378328058089741,-0.0008378328058089741,dns_rcode_error_ratio
2,1.0,0.08249550052752436,108.0,0.029527832432563655,0.13546316862248506,dns_rcode_error_ratio
0,0.0,-0.0001861850679575498,0.0,,,dns_rcode_nxdomain_ratio
1,0.04827586206896552,-0.0001861850679575498,5266.0,-0.0001861850679575498,-0.0001861850679575498,dns_rcode_nxdomain_ratio
2,1.0,0.018861433979661498,105.0,-0.00771878620434285,0.04544165416366584,dns_rcode_nxdomain_ratio
0,0.0,0.0,0.0,,,dns_rcode_refused_ratio
1,0.12404580152671756,0.0,5371.0,0.0,0.0,dns_rcode_refused_ratio
0,0.0,0.0033931801605291073,0.0,,,dns_authoritative_ans_ratio
1,0.020338983050847456,0.0033931801605291073,2793.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
2,0.25,0.0033931801605291073,109.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
3,0.46153846153846156,0.0033931801605291073,109.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
4,0.5714285714285714,0.0033931801605291073,110.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
5,0.7142857142857143,0.0033931801605291073,109.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
6,0.7795275590551181,0.0033931801605291073,100.0,0.0033931801605291073,0.0033931801605291073,dns_authoritative_ans_ratio
7,0.8666666666666667,-0.005781131766076398,109.0,-0.023966209594126407,0.01240394606197361,dns_authoritative_ans_ratio
8,0.9508196721311475,-0.005781131766076398,106.0,-0.005781131766076398,-0.005781131766076398,dns_authoritative_ans_ratio
9,0.9972375690607734,-0.005781131766076398,107.0,-0.005781131766076398,-0.005781131766076398,dns_authoritative_ans_ratio
10,1.0,-0.005781131766076398,1719.0,-0.005781131766076398,-0.005781131766076398,dns_authoritative_ans_ratio
0,0.0,0.0,0.0,,,dns_recursion_desired_ratio
1,0.02666666666666667,0.0,5051.0,0.0,0.0,dns_recursion_desired_ratio
2,0.8473282442748091,0.0,106.0,0.0,0.0,dns_recursion_desired_ratio
3,1.0,0.0,214.0,0.0,0.0,dns_recursion_desired_ratio
0,0.0,0.0,0.0,,,dns_rejected_ratio
1,0.12404580152671756,0.0,5371.0,0.0,0.0,dns_rejected_ratio
0,0.0,0.0,5365.0,,,dns_truncation_ratio
1,0.14285714285714285,0.0,6.0,0.0,0.0,dns_truncation_ratio
0,0.0,0.0719050376702197,0.0,,,dns_mean_TTL
1,55.0,0.0719050376702197,2581.0,0.0719050376702197,0.0719050376702197,dns_mean_TTL
2,60.0,0.0719050376702197,397.0,0.0719050376702197,0.0719050376702197,dns_mean_TTL
3,82.28571428571429,-0.0280949623297803,30.0,-0.1420318453434492,0.0858419206838886,dns_mean_TTL
4,105.0,-0.0280949623297803,110.0,-0.0280949623297803,-0.0280949623297803,dns_mean_TTL
5,262.5,-0.0280949623297803,106.0,-0.0280949623297803,-0.0280949623297803,dns_mean_TTL
6,479.06756756756755,-0.046962886858082184,106.0,-0.0732906164248611,-0.020635157291303267,dns_mean_TTL
7,719.28125,-0.046962886858082184,108.0,-0.046962886858082184,-0.046962886858082184,dns_mean_TTL
8,943.3459595959597,-0.046962886858082184,107.0,-0.046962886858082184,-0.046962886858082184,dns_mean_TTL
9,1195.0,-0.046962886858082184,108.0,-0.046962886858082184,-0.046962886858082184,dns_mean_TTL
10,2250.0,-0.11238344760574571,107.0,-0.1599987790451361,-0.06476811616635533,dns_mean_TTL
11,2833.730332167832,-0.11238344760574571,110.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
12,3361.7542457542454,-0.11238344760574571,104.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
13,4117.751239669422,-0.11238344760574571,108.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
14,4351.698529411765,-0.11238344760574571,107.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
15,4407.472916666667,-0.11238344760574571,107.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
16,4491.2,-0.11238344760574571,108.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
17,4500.0,-0.11238344760574571,622.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
18,4986.315789473684,-0.11238344760574571,22.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
19,6193.704545454545,-0.11238344760574571,113.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
20,10223.346915116326,-0.11238344760574571,102.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
21,241400.15,-0.11238344760574571,108.0,-0.11238344760574571,-0.11238344760574571,dns_mean_TTL
0,0.0,-0.0015108320422793837,0.0,,,dns_len_TTL
1,1.0,-0.0015108320422793837,2563.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
2,1.0289256198347108,-0.0015108320422793837,15.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
3,1.0448717948717952,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
4,1.0524590163934426,-0.0015108320422793837,108.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
5,1.0597014925373134,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
6,1.0666666666666667,-0.0015108320422793837,109.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
7,1.0730478589420656,-0.0015108320422793837,106.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
8,1.0830324909747293,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
9,1.1290322580645162,-0.0015108320422793837,108.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
10,1.2222222222222223,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
11,1.6,-0.0015108320422793837,114.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
12,2.0,-0.0015108320422793837,568.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
13,2.3333333333333335,-0.0015108320422793837,86.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
14,2.6,-0.0015108320422793837,94.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
15,2.869565217391304,-0.0015108320422793837,106.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
16,3.0,-0.0015108320422793837,111.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
17,3.341955087823316,-0.0015108320422793837,103.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
18,3.6,-0.0015108320422793837,109.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
19,3.9166666666666665,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
20,4.051643927631862,-0.0015108320422793837,106.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
21,4.571428571428571,-0.0015108320422793837,107.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
22,5.411764705882353,-0.0015108320422793837,112.0,-0.0015108320422793837,-0.0015108320422793837,dns_len_TTL
23,6.5,0.053535039517353646,109.0,0.010034211474110662,0.09703586756059662,dns_len_TTL
24,13.083333333333334,0.043731117948726195,102.0,0.024282774783184215,0.06317946111426817,dns_len_TTL
0,0.0,0.0,0.0,,,dns_qtype_obsolete_ratio
1,0.013333333333333334,0.0,3117.0,0.0,0.0,dns_qtype_obsolete_ratio
2,0.125,0.0,107.0,0.0,0.0,dns_qtype_obsolete_ratio
3,0.23809523809523808,0.0,110.0,0.0,0.0,dns_qtype_obsolete_ratio
4,0.27586206896551724,0.0,103.0,0.0,0.0,dns_qtype_obsolete_ratio
5,0.33454545454545453,0.0,108.0,0.0,0.0,dns_qtype_obsolete_ratio
6,0.47619047619047616,0.0,109.0,0.0,0.0,dns_qtype_obsolete_ratio
7,0.5463917525773195,0.0,106.0,0.0,0.0,dns_qtype_obsolete_ratio
8,0.6296296296296297,0.0,107.0,0.0,0.0,dns_qtype_obsolete_ratio
9,0.7021739130434783,0.0,107.0,0.0,0.0,dns_qtype_obsolete_ratio
10,0.7851239669421488,0.0,108.0,0.0,0.0,dns_qtype_obsolete_ratio
11,0.8125,0.0,107.0,0.0,0.0,dns_qtype_obsolete_ratio
12,0.8571428571428571,0.0,108.0,0.0,0.0,dns_qtype_obsolete_ratio
13,0.9473684210526315,0.0,108.0,0.0,0.0,dns_qtype_obsolete_ratio
14,0.980327868852459,0.0,106.0,0.0,0.0,dns_qtype_obsolete_ratio
15,0.9922480620155039,0.0,108.0,0.0,0.0,dns_qtype_obsolete_ratio
16,1.0,0.0,752.0,0.0,0.0,dns_qtype_obsolete_ratio
0,0.0,0.0,0.0,,,dns_non_reserved_srcport_ratio
1,0.6153846153846154,0.0,2472.0,0.0,0.0,dns_non_reserved_srcport_ratio
2,0.9120879120879121,0.0,106.0,0.0,0.0,dns_non_reserved_srcport_ratio
3,0.9793103448275862,0.0,110.0,0.0,0.0,dns_non_reserved_srcport_ratio
4,1.0,0.0,2683.0,0.0,0.0,dns_non_reserved_srcport_ratio
0,0.0,0.020077520691931416,0.0,,,dns_non_reserved_dstport_ratio
1,0.0457516339869281,0.020077520691931416,2796.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
2,0.3333333333333333,0.020077520691931416,118.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
3,0.5,0.020077520691931416,115.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
4,0.6372549019607843,0.020077520691931416,87.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
5,0.7391304347826086,0.020077520691931416,106.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
6,0.8125,0.020077520691931416,117.0,0.020077520691931416,0.020077520691931416,dns_non_reserved_dstport_ratio
7,0.9166666666666666,-0.034467933853523126,110.0,-0.07757841670949336,0.008642549002447111,dns_non_reserved_dstport_ratio
8,0.9696969696969697,-0.034467933853523126,98.0,-0.034467933853523126,-0.034467933853523126,dns_non_reserved_dstport_ratio
9,1.0,-0.034467933853523126,1824.0,-0.034467933853523126,-0.034467933853523126,dns_non_reserved_dstport_ratio
0,0.0,0.0,0.0,,,dns_usual_dns_srcport_ratio
1,0.015267175572519083,0.0,2793.0,0.0,0.0,dns_usual_dns_srcport_ratio
2,0.3157894736842105,0.0,110.0,0.0,0.0,dns_usual_dns_srcport_ratio
3,0.5,0.0,132.0,0.0,0.0,dns_usual_dns_srcport_ratio
4,0.625,0.0,85.0,0.0,0.0,dns_usual_dns_srcport_ratio
5,0.7391304347826086,0.0,108.0,0.0,0.0,dns_usual_dns_srcport_ratio
6,0.803030303030303,0.0,102.0,0.0,0.0,dns_usual_dns_srcport_ratio
7,0.9130434782608695,0.0,108.0,0.0,0.0,dns_usual_dns_srcport_ratio
8,0.9696969696969697,0.0,110.0,0.0,0.0,dns_usual_dns_srcport_ratio
9,1.0,0.0,1823.0,0.0,0.0,dns_usual_dns_srcport_ratio
0,0.0,0.0,0.0,,,dns_usual_dns_dstport_ratio
1,0.23529411764705882,0.0,2471.0,0.0,0.0,dns_usual_dns_dstport_ratio
2,0.7207207207207207,0.0,107.0,0.0,0.0,dns_usual_dns_dstport_ratio
3,0.8235294117647058,0.0,107.0,0.0,0.0,dns_usual_dns_dstport_ratio
4,0.9382716049382716,0.0,108.0,0.0,0.0,dns_usual_dns_dstport_ratio
5,1.0,0.0,2578.0,0.0,0.0,dns_usual_dns_dstport_ratio
0,0.0,0.0,0.0,,,dns_compromised_domain_ratio
1,1.0,0.0,5371.0,0.0,0.0,dns_compromised_domain_ratio
0,0.0,0.004375349097002421,0.0,,,dns_socialmedia_ratio
1,0.2,-0.004375349097002421,5371.0,-0.009334802860696101,0.0005841046666912597,dns_socialmedia_ratio
0,0.0,0.0,168.0,,,ssl_version_ratio_v10
1,1.0,0.0,5203.0,0.0,0.0,ssl_version_ratio_v10
0,0.0,0.019188086166372114,0.0,,,ssl_established_ratio
1,0.16666666666666666,0.019188086166372114,327.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
2,0.19858156028368795,0.019188086166372114,103.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
3,0.21830985915492956,0.019188086166372114,107.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
4,0.23651452282157676,0.019188086166372114,108.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
5,0.2516778523489933,0.019188086166372114,107.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
6,0.26666666666666666,0.019188086166372114,116.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
7,0.28169014084507044,0.019188086166372114,101.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
8,0.29292929292929293,0.019188086166372114,105.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
9,0.30701754385964913,0.019188086166372114,108.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
10,0.3211009174311927,0.019188086166372114,108.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
11,0.3333333333333333,0.019188086166372114,160.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
12,0.3402061855670103,0.019188086166372114,54.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
13,0.35,0.019188086166372114,115.0,0.019188086166372114,0.019188086166372114,ssl_established_ratio
14,0.36231884057971014,-0.0008119138336278864,100.0,-0.02873089681285199,0.027107069145596217,ssl_established_ratio
15,0.3707865168539326,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
16,0.38144329896907214,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
17,0.3924050632911392,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
18,0.40350877192982454,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
19,0.4144144144144144,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
20,0.42468354430379746,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
21,0.4339622641509434,-0.0008119138336278864,110.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
22,0.4457831325301205,-0.0008119138336278864,105.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
23,0.4603174603174603,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
24,0.47368421052631576,-0.0008119138336278864,112.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
25,0.4876847290640394,-0.0008119138336278864,103.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
26,0.5,-0.0008119138336278864,163.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
27,0.5136612021857924,-0.0008119138336278864,52.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
28,0.5287356321839081,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
29,0.5467625899280576,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
30,0.5680473372781065,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
31,0.5853658536585366,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
32,0.6,-0.0008119138336278864,119.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
33,0.6203904555314533,-0.0008119138336278864,96.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
34,0.6363636363636364,-0.0008119138336278864,113.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
35,0.656964656964657,-0.0008119138336278864,101.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
36,0.6666666666666666,-0.0008119138336278864,112.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
37,0.688588007736944,-0.0008119138336278864,103.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
38,0.7055702917771883,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
39,0.7272727272727273,-0.0008119138336278864,112.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
40,0.74609375,-0.0008119138336278864,103.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
41,0.7654584221748401,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
42,0.793418647166362,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
43,0.8095238095238095,-0.0008119138336278864,108.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
44,0.8333333333333334,-0.0008119138336278864,107.0,-0.0008119138336278864,-0.0008119138336278864,ssl_established_ratio
45,0.8608695652173913,-0.038195091403721335,107.0,-0.07472481614341002,-0.0016653666640326498,ssl_established_ratio
46,0.896551724137931,-0.09375064695927689,108.0,-0.1376489480138617,-0.04985234590469206,ssl_established_ratio
47,0.9431051108968177,-0.09375064695927689,107.0,-0.09375064695927689,-0.09375064695927689,ssl_established_ratio
48,1.0,-0.09375064695927689,108.0,-0.09375064695927689,-0.09375064695927689,ssl_established_ratio
0,0.0,0.014324428958575301,0.0,,,ssl_resumed_ratio
1,0.0625,0.014324428958575301,538.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
2,0.12222222222222222,0.014324428958575301,107.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
3,0.20689655172413793,0.014324428958575301,107.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
4,0.29411764705882354,0.014324428958575301,109.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
5,0.3558282208588957,0.014324428958575301,106.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
6,0.4,0.014324428958575301,118.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
7,0.43661971830985913,0.014324428958575301,97.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
8,0.4666666666666667,0.014324428958575301,108.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
9,0.5,0.014324428958575301,123.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
10,0.5333333333333333,0.014324428958575301,95.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
11,0.5555555555555556,0.014324428958575301,113.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
12,0.5734265734265734,0.014324428958575301,98.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
13,0.5945945945945946,0.014324428958575301,107.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
14,0.6111111111111112,0.014324428958575301,110.0,0.014324428958575301,0.014324428958575301,ssl_resumed_ratio
15,0.6326530612244898,0.004800619434765776,105.0,-0.014085452245453179,0.023686691114984733,ssl_resumed_ratio
16,0.6491228070175439,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
17,0.6648648648648648,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
18,0.675,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
19,0.6924969249692496,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
20,0.7057220708446866,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
21,0.7195767195767195,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
22,0.7317073170731707,0.004800619434765776,109.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
23,0.743421052631579,0.004800619434765776,106.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
24,0.7535037098103875,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
25,0.7647058823529411,0.004800619434765776,109.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
26,0.7757009345794392,0.004800619434765776,105.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
27,0.7872340425531915,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
28,0.7981651376146789,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
29,0.8085106382978723,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
30,0.8198970840480274,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
31,0.8304093567251462,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
32,0.8372093023255814,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
33,0.8460620525059666,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
34,0.8545454545454545,0.004800619434765776,109.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
35,0.861878453038674,0.004800619434765776,106.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
36,0.8685897435897436,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
37,0.875,0.004800619434765776,115.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
38,0.8813559322033898,0.004800619434765776,100.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
39,0.8877887788778878,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
40,0.8959660297239915,0.004800619434765776,107.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
41,0.9032258064516129,0.004800619434765776,108.0,0.004800619434765776,0.004800619434765776,ssl_resumed_ratio
42,0.9117647058823529,-0.0877919731578268,108.0,-0.1433420980050152,-0.03224184831063839,ssl_resumed_ratio
43,0.9222042139384117,-0.0877919731578268,106.0,-0.0877919731578268,-0.0877919731578268,ssl_resumed_ratio
44,0.9371069182389937,-0.0877919731578268,108.0,-0.0877919731578268,-0.0877919731578268,ssl_resumed_ratio
45,0.9641025641025641,-0.0877919731578268,107.0,-0.0877919731578268,-0.0877919731578268,ssl_resumed_ratio
46,1.0,-0.0877919731578268,108.0,-0.0877919731578268,-0.0877919731578268,ssl_resumed_ratio
0,0.0,-0.03890824926603126,0.0,,,ssl_validation_status_ratio
1,0.11874105865522173,-0.03890824926603126,645.0,-0.03890824926603126,-0.03890824926603126,ssl_validation_status_ratio
2,0.17391304347826086,-0.03890824926603126,109.0,-0.03890824926603126,-0.03890824926603126,ssl_validation_status_ratio
3,0.2222222222222222,-0.03890824926603126,110.0,-0.03890824926603126,-0.03890824926603126,ssl_validation_status_ratio
4,0.2564102564102564,-0.03890824926603126,103.0,-0.03890824926603126,-0.03890824926603126,ssl_validation_status_ratio
5,0.29473684210526313,0.017166517089108928,107.0,-0.02713658166704546,0.061469615845263316,ssl_validation_status_ratio
6,0.3333333333333333,0.017166517089108928,121.0,0.017166517089108928,0.017166517089108928,ssl_validation_status_ratio
7,0.3628571428571429,0.017166517089108928,94.0,0.017166517089108928,0.017166517089108928,ssl_validation_status_ratio
8,0.3955312130901968,0.017166517089108928,109.0,0.017166517089108928,0.017166517089108928,ssl_validation_status_ratio
9,0.42105263157894735,0.017166517089108928,106.0,0.017166517089108928,0.017166517089108928,ssl_validation_status_ratio
10,0.44808743169398907,0.007992205162503423,109.0,-0.010192872665546585,0.02617728299055343,ssl_validation_status_ratio
11,0.4731745409315502,0.007992205162503423,106.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
12,0.5,0.007992205162503423,140.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
13,0.5166666666666667,0.007992205162503423,75.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
14,0.5367965367965368,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
15,0.5590551181102362,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
16,0.581081081081081,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
17,0.6038766651698848,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
18,0.6260651629072682,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
19,0.6464646464646465,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
20,0.6666666666666666,0.007992205162503423,154.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
21,0.6814159292035398,0.007992205162503423,61.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
22,0.7012578616352202,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
23,0.7226190476190476,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
24,0.741897233201581,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
25,0.7601809954751131,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
26,0.7777777777777778,0.007992205162503423,110.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
