,y_true,y_pred,y_pred_proba
0,0,0,0.22668166
0,0,0,0.22668166
0,0,0,0.16846654
0,0,0,0.24906462
0,0,0,0.24906462
0,0,0,0.24906462
0,0,0,0.24906462
0,0,0,0.24906462
0,0,0,0.14878224
0,0,0,0.13255437
0,0,0,0.11913657
0,0,0,0.11913657
0,0,0,0.11913657
0,0,0,0.11913657
0,0,0,0.16846654
0,0,0,0.09406851
0,0,0,0.10499952
0,0,0,0.10499952
0,0,0,0.11074961
0,0,0,0.099286355
0,0,0,0.09406851
0,0,0,0.12351359
0,0,0,0.110893935
0,0,0,0.12351359
0,0,0,0.110893935
0,0,0,0.1838254
0,0,0,0.2280089
0,0,0,0.27617103
0,0,0,0.3738436
0,0,0,0.30838636
0,0,0,0.30838636
0,0,0,0.2562733
0,0,0,0.21384384
0,0,0,0.2938267
0,0,0,0.2938267
0,0,0,0.17785732
0,0,0,0.28895566
0,0,0,0.28895566
0,0,0,0.20990466
0,0,0,0.20990466
0,0,0,0.20473397
0,0,0,0.1661154
0,0,0,0.17977987
0,0,0,0.17977987
0,0,0,0.17977987
0,0,0,0.17977987
0,0,0,0.18446651
0,0,0,0.20333812
0,0,0,0.20333812
0,0,0,0.39338693
0,0,0,0.16410461
0,0,0,0.16410461
0,0,0,0.18135633
0,0,0,0.1980935
0,0,0,0.20775825
0,0,0,0.17895882
0,0,0,0.19740333
0,0,0,0.202436
0,0,0,0.202436
0,0,0,0.202436
0,0,0,0.202436
0,0,0,0.19295855
0,0,0,0.16345753
0,0,0,0.06123452
0,0,0,0.06924081
0,0,0,0.06924081
0,0,0,0.06924081
0,0,0,0.06924081
0,0,0,0.09085338
0,0,0,0.16543183
0,0,0,0.2532624
0,0,0,0.45490122
0,0,0,0.23099329
0,0,0,0.2470217
0,0,0,0.34521237
0,0,0,0.19500712
0,0,0,0.19072966
0,0,0,0.19072966
0,0,0,0.2592452
0,0,0,0.4786219
0,0,0,0.31637964
0,0,0,0.31637964
0,0,0,0.29724437
0,0,0,0.13967894
0,0,0,0.19248086
0,0,0,0.19248086
0,0,0,0.23192206
0,0,0,0.21981944
0,0,0,0.22668166
0,0,0,0.22190094
0,0,0,0.22190094
0,0,0,0.3037331
0,0,0,0.2488063
0,0,0,0.2488063
0,0,0,0.2715903
0,0,0,0.2654105
0,0,0,0.28629386
0,0,0,0.20775825
0,0,0,0.20775825
0,0,0,0.21016946
0,0,0,0.21016946
0,0,1,0.5853665
0,0,0,0.37678137
0,0,0,0.37678137
0,0,0,0.19157813
0,0,0,0.19157813
0,0,0,0.19157813
0,0,0,0.18279256
0,0,0,0.18279256
0,0,0,0.14907278
0,0,0,0.25268388
0,0,0,0.25268388
0,0,0,0.2572356
0,0,0,0.304935
0,0,0,0.28280592
0,0,0,0.24468711
0,0,0,0.10530549
0,0,0,0.10652628
0,0,0,0.10652628
0,0,0,0.07139884
0,0,0,0.072372034
0,0,0,0.072372034
0,0,0,0.1361092
0,0,0,0.124094374
0,0,0,0.27260506
0,0,0,0.34599316
0,0,0,0.20142011
0,0,0,0.17051989
0,0,0,0.09531899
0,0,0,0.091523446
0,0,0,0.037739284
0,0,0,0.042313468
0,0,0,0.041726295
0,0,0,0.013391885
0,0,0,0.03479097
0,0,0,0.11924783
0,0,0,0.11772425
0,0,0,0.23558092
0,0,0,0.23821792
0,0,0,0.17877473
0,0,0,0.18194892
0,0,0,0.25341687
0,0,0,0.18763746
0,0,0,0.1661154
0,0,0,0.13047945
0,0,0,0.13047945
0,0,0,0.15024152
0,0,0,0.17617503
0,0,0,0.2431894
0,0,0,0.34221244
0,0,0,0.35174343
0,0,0,0.27550575
0,0,0,0.2715903
0,0,0,0.2744856
0,0,0,0.2939223
0,0,0,0.19828926
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.20098534
0,0,0,0.20098534
0,0,0,0.29692113
0,0,0,0.23417778
0,0,0,0.12848152
0,0,0,0.12848152
0,0,0,0.13942352
0,0,0,0.13942352
0,0,0,0.20007086
0,0,0,0.18062362
0,0,0,0.1719472
0,0,0,0.1656591
0,0,0,0.1656591
0,0,0,0.14962767
0,0,0,0.19867036
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.065316804
0,0,0,0.06810702
0,0,0,0.071999274
0,0,0,0.071999274
0,0,0,0.15790465
0,0,0,0.16725986
0,0,0,0.16725986
0,0,0,0.11367476
0,0,0,0.101943485
0,0,0,0.106977835
0,0,0,0.17483886
0,0,0,0.16846654
0,0,0,0.16846654
0,0,0,0.16846654
0,0,0,0.16846654
0,0,0,0.16846654
0,0,0,0.18607475
0,0,0,0.18607475
0,0,0,0.18607475
0,0,0,0.18607475
0,0,0,0.18607475
0,0,0,0.18607475
0,0,0,0.20962444
0,0,0,0.20962444
0,0,0,0.20962444
0,0,0,0.20721474
0,0,0,0.20721474
0,0,0,0.20273693
0,0,0,0.3443142
0,0,0,0.1404176
0,0,0,0.21374044
0,0,0,0.4161351
0,0,0,0.4161351
0,0,0,0.4161351
0,0,0,0.4161351
0,0,0,0.37632197
0,0,0,0.26155263
0,0,0,0.34147677
0,0,0,0.34147677
0,0,0,0.38153982
0,0,0,0.4671841
0,0,0,0.45530587
0,0,0,0.45265043
0,0,1,0.6449795
0,0,0,0.320991
0,0,0,0.097259596
0,0,0,0.119413316
0,0,0,0.26870608
0,0,0,0.336324
0,0,0,0.336324
0,0,0,0.336324
0,0,1,0.5761254
0,0,1,0.6290811
0,0,1,0.658946
0,0,1,0.658946
0,0,1,0.658946
0,0,1,0.658946
0,0,1,0.658946
0,0,1,0.67884684
0,0,1,0.66866595
0,0,1,0.5968396
0,0,1,0.58985573
0,0,1,0.5971615
0,0,0,0.4635816
0,0,0,0.42649937
0,0,0,0.43378338
0,0,0,0.43378338
0,0,0,0.4337833
0,0,0,0.45779943
0,0,0,0.45779943
0,0,0,0.40851274
0,0,0,0.4158497
0,0,0,0.4158497
0,0,0,0.41859835
0,0,0,0.4038177
0,0,0,0.4038177
0,0,1,0.53674954
0,0,0,0.4385438
0,0,0,0.37891293
0,0,0,0.28842533
0,0,0,0.43811092
0,0,1,0.5242532
0,0,1,0.5242532
0,0,0,0.4961022
0,0,1,0.50768155
0,0,0,0.22508977
0,0,0,0.39582878
0,0,0,0.17533845
0,0,0,0.1659549
0,0,0,0.4117174
0,0,0,0.38364285
0,0,0,0.38272077
0,0,0,0.38272077
0,0,0,0.38272077
0,0,0,0.3933636
0,0,0,0.40771154
0,0,0,0.2929774
0,0,0,0.38581574
0,0,0,0.34808525
0,0,0,0.17023803
0,0,0,0.17023803
0,0,0,0.18341054
0,0,0,0.14962767
0,0,0,0.12157107
0,0,0,0.13536465
0,0,0,0.16327606
0,0,0,0.19880347
0,0,0,0.17576003
0,0,0,0.3608999
0,0,0,0.36250043
0,0,0,0.33733597
0,0,1,0.5980975
0,0,1,0.6276714
0,0,0,0.4334662
0,0,0,0.4334662
0,0,0,0.14572601
0,0,0,0.13517718
0,0,0,0.07775545
0,0,0,0.09023977
0,0,0,0.22479378
0,0,0,0.30726963
0,0,0,0.2852753
0,0,1,0.53957987
0,0,0,0.3994353
0,0,0,0.2690336
0,0,0,0.26213518
0,0,0,0.26213518
0,0,0,0.25327516
0,0,0,0.2112011
0,0,0,0.16862725
0,0,0,0.19042854
0,0,0,0.15538286
0,0,0,0.15902339
0,0,0,0.36061436
0,0,0,0.1575339
0,0,0,0.35430312
0,0,0,0.14053199
0,0,0,0.17215483
0,0,0,0.17977905
0,0,0,0.24959002
0,0,0,0.38509673
0,0,0,0.43681327
0,0,0,0.3875789
0,0,1,0.57230544
0,0,0,0.39852569
0,0,0,0.3434196
0,0,0,0.3434196
0,0,0,0.41188452
0,0,0,0.35471854
0,0,0,0.34756058
0,0,0,0.39392006
0,0,1,0.5177343
0,0,1,0.55522877
0,0,1,0.55522877
0,0,1,0.62138355
0,0,1,0.558352
0,0,0,0.35426554
0,0,0,0.35426554
0,0,0,0.29319793
0,0,0,0.35426554
0,0,0,0.35527447
0,0,0,0.38350692
0,0,0,0.38350692
0,0,0,0.38350692
0,0,0,0.3601956
0,0,0,0.18062362
0,0,0,0.2923378
0,0,0,0.27989164
0,0,0,0.2286348
0,0,0,0.25855264
0,0,0,0.26559734
0,0,0,0.25361314
0,0,0,0.25361314
0,0,0,0.19601122
0,0,0,0.27162883
0,0,0,0.44895023
0,0,0,0.44895023
0,0,1,0.55929
0,0,1,0.5165291
0,0,1,0.57600015
0,0,1,0.6293535
0,0,1,0.6082118
0,0,0,0.29281718
0,0,0,0.23466024
0,0,0,0.23466024
0,0,0,0.24280529
0,0,0,0.2539606
0,0,0,0.2539606
0,0,0,0.33835635
0,0,0,0.35080943
0,0,0,0.38683808
0,0,0,0.48013073
0,0,1,0.562782
0,0,0,0.44048464
0,0,0,0.45915362
0,0,0,0.45915362
0,0,0,0.46394792
0,0,0,0.36198005
0,0,0,0.36198005
0,0,0,0.41632238
0,0,0,0.4729901
0,0,0,0.46853817
0,0,0,0.3020096
0,0,0,0.30670023
0,0,0,0.3313044
0,0,0,0.3313044
0,0,0,0.3651151
0,0,0,0.3940975
0,0,0,0.2605719
0,0,0,0.11157003
0,0,0,0.11157003
0,0,0,0.15910713
0,0,0,0.2858371
0,0,0,0.33531058
0,0,0,0.3075556
0,0,0,0.4732527
0,0,0,0.32498217
0,0,0,0.36136872
0,0,1,0.5275114
0,0,1,0.58904076
0,0,1,0.6228592
0,0,1,0.6228592
0,0,1,0.59942746
0,0,1,0.7080309
0,0,1,0.6162564
0,0,1,0.6162564
0,0,1,0.69393414
0,0,1,0.59856874
0,0,1,0.59856874
0,0,1,0.59856874
0,0,1,0.59856874
0,0,1,0.6530601
0,0,1,0.66210675
0,0,1,0.7793145
0,0,1,0.80796593
0,0,1,0.78400695
0,0,1,0.73298866
0,0,1,0.75667477
0,0,1,0.70340276
0,0,1,0.68866324
0,0,0,0.3895135
0,0,0,0.27385667
0,0,1,0.55395734
0,0,0,0.24103977
0,0,1,0.58709425
0,0,1,0.5673275
0,0,0,0.39818323
0,0,0,0.36136872
0,0,0,0.22418836
0,0,0,0.33241054
0,0,0,0.41493794
0,0,1,0.5014123
0,0,1,0.64515793
0,0,1,0.6887769
0,0,1,0.80353177
0,0,0,0.44832906
0,0,0,0.4520792
0,0,0,0.48026696
0,0,1,0.79375714
0,0,1,0.79375714
0,0,1,0.79375714
0,0,1,0.79375714
0,0,1,0.8180951
0,0,1,0.8108283
0,0,1,0.8147953
0,0,1,0.7859252
0,0,1,0.61915463
0,0,1,0.61915463
0,0,1,0.7227392
0,0,1,0.72565275
0,0,1,0.7925217
0,0,1,0.7925217
0,0,0,0.48496306
0,0,1,0.55036247
0,0,1,0.55036247
0,0,0,0.49578285
0,0,0,0.30995777
0,0,0,0.23369393
0,0,0,0.1619074
0,0,0,0.1619074
0,0,0,0.19807945
0,0,0,0.22618236
0,0,0,0.339774
0,0,0,0.339774
0,0,0,0.339774
0,0,0,0.339774
0,0,0,0.1682111
0,0,1,0.576633
0,0,1,0.576633
0,0,1,0.576633
0,0,0,0.3973136
0,0,0,0.25219008
0,0,0,0.22335033
0,0,0,0.22335033
0,0,0,0.25219008
0,0,0,0.4646837
0,0,1,0.5217431
0,0,1,0.7687212
0,0,1,0.7687212
0,0,1,0.8224758
0,0,1,0.77357054
0,0,1,0.74201006
0,0,1,0.8172587
0,0,1,0.824238
0,0,1,0.824238
0,0,1,0.824238
0,0,1,0.7279925
0,0,1,0.80127424
0,0,1,0.69390005
0,0,1,0.706446
0,0,1,0.72552615
0,0,1,0.77850825
0,0,1,0.71362156
0,0,1,0.60745955
0,0,0,0.42571005
0,0,0,0.4329206
0,0,0,0.26965493
0,0,0,0.37532708
0,0,1,0.5253152
0,0,1,0.5253152
0,0,0,0.4941632
0,0,1,0.5144115
0,0,1,0.6585442
0,0,0,0.33772472
0,0,0,0.33772472
0,0,0,0.20849475
0,0,0,0.40460244
0,0,0,0.46698737
0,0,0,0.27767253
0,0,0,0.24699022
0,0,0,0.3627663
0,0,0,0.3627663
0,0,0,0.2756766
0,0,0,0.28339595
0,0,0,0.28339595
0,0,0,0.25219008
0,0,0,0.37566423
0,0,0,0.37566423
0,0,0,0.37566423
0,0,0,0.37224475
0,0,0,0.37224475
0,0,0,0.25219008
0,0,0,0.25219008
0,0,0,0.09277278
0,0,0,0.09661464
0,0,0,0.112413354
0,0,0,0.23179457
0,0,0,0.23544966
0,0,0,0.23544966
0,0,0,0.18223384
0,0,0,0.21984929
0,0,0,0.21984929
0,0,0,0.13072649
0,0,0,0.21197253
0,0,0,0.26240322
0,0,0,0.48266447
0,0,0,0.48266447
0,0,0,0.43531275
0,0,0,0.43531275
0,0,0,0.43531275
0,0,0,0.43531275
0,0,0,0.43531275
0,0,0,0.43531275
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,1,0.68251514
0,0,1,0.6672287
0,0,1,0.6672287
0,0,0,0.27360222
0,0,0,0.22160493
0,0,0,0.20331994
0,0,0,0.30387917
0,0,0,0.3660194
0,0,0,0.35915148
0,0,0,0.3939108
0,0,0,0.46497566
0,0,0,0.46497566
0,0,0,0.46497566
0,0,0,0.46497566
0,0,0,0.46497566
0,0,0,0.44769108
0,0,1,0.60255355
0,0,1,0.60255355
0,0,1,0.60255355
0,0,0,0.14246671
0,0,0,0.33002326
0,0,0,0.304972
0,0,0,0.36721787
0,0,0,0.36721787
0,0,0,0.36721787
0,0,0,0.4947356
0,0,0,0.3649263
0,0,0,0.35226083
0,0,0,0.42419478
0,0,0,0.42419478
0,0,0,0.42419478
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.4024052
0,0,0,0.38575536
0,0,0,0.46025977
0,0,0,0.48751193
0,0,0,0.46025977
0,0,0,0.46025977
0,0,0,0.46025977
0,0,0,0.46025977
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44808254
0,0,0,0.44129702
0,0,0,0.44129702
0,0,1,0.50567687
0,0,1,0.50567687
0,0,1,0.6363955
0,0,0,0.22806285
0,0,0,0.41555464
0,0,0,0.41555464
0,0,1,0.58382094
0,0,1,0.58382094
0,0,1,0.58382094
0,0,0,0.334668
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.47538358
0,0,0,0.47538358
0,0,0,0.40867037
0,0,0,0.40940744
0,0,0,0.40940744
0,0,0,0.40940744
0,0,0,0.40940744
0,0,0,0.40940744
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44129702
0,0,0,0.44808254
0,0,0,0.44808254
0,0,0,0.44808254
0,0,0,0.44808254
0,0,0,0.44808254
0,0,0,0.44808254
0,0,0,0.40708947
0,0,0,0.4815588
0,0,0,0.36507997
0,0,1,0.5710071
0,0,1,0.5039086
0,0,0,0.19237359
0,0,0,0.08922095
0,0,0,0.16501857
0,0,0,0.17927246
0,0,0,0.15698914
0,0,0,0.14981538
0,0,0,0.2064818
0,0,0,0.20340988
0,0,0,0.17540936
0,0,0,0.14065038
0,0,0,0.16997895
0,0,0,0.1840298
0,0,0,0.16967928
0,0,0,0.34915668
0,0,0,0.34915668
0,0,0,0.4429852
0,0,0,0.16266295
0,0,0,0.11910415
0,0,0,0.12043671
0,0,0,0.11910415
0,0,0,0.11910415
0,0,0,0.18095592
0,0,0,0.13792402
0,0,0,0.2567099
0,0,0,0.23681365
0,0,0,0.31363866
0,0,0,0.29280812
0,0,0,0.29057467
0,0,0,0.29057467
0,0,0,0.2540693
0,0,0,0.2540693
0,0,0,0.30053705
0,0,0,0.40462947
0,0,0,0.3898157
0,0,0,0.35999006
0,0,0,0.41495824
0,0,0,0.41495824
0,0,0,0.41495824
0,0,0,0.41495824
0,0,0,0.19452709
0,0,0,0.3750608
0,0,0,0.3820516
0,0,0,0.3312967
0,0,0,0.29315874
0,0,0,0.2394769
0,0,0,0.4528902
0,0,0,0.33881393
0,0,0,0.32612154
0,0,0,0.21406084
0,0,0,0.21661021
0,0,0,0.23023531
0,0,0,0.16639635
0,0,0,0.24934962
0,0,0,0.2341066
0,0,0,0.2394769
0,0,0,0.45443213
0,0,0,0.45443213
0,0,0,0.33624488
0,0,0,0.17740898
0,0,0,0.17740898
0,0,0,0.21322323
0,0,0,0.21322323
0,0,0,0.21322323
0,0,0,0.232483
0,0,0,0.43902442
0,0,0,0.41198072
0,0,0,0.14930353
0,0,0,0.1528274
0,0,0,0.1528274
0,0,0,0.1528274
0,0,0,0.1531174
0,0,0,0.1531174
0,0,0,0.23341541
0,0,1,0.5287342
0,0,0,0.1650887
0,0,1,0.54162335
0,0,1,0.5833148
0,0,1,0.597764
0,0,1,0.597764
0,0,0,0.35971218
0,0,0,0.4092244
0,0,0,0.22836573
0,0,0,0.2589693
0,0,0,0.17311373
0,0,0,0.16093048
0,0,0,0.15725447
0,0,0,0.15725447
0,0,0,0.15725447
0,0,0,0.15569943
0,0,0,0.15569943
0,0,0,0.17483193
0,0,0,0.17483193
0,0,0,0.29773083
0,0,0,0.3599643
0,0,0,0.3888334
0,0,0,0.34418568
0,0,0,0.42900634
0,0,0,0.32577696
0,0,0,0.20796299
0,0,0,0.1614695
0,0,0,0.1614695
0,0,0,0.1614695
0,0,0,0.23023531
0,0,0,0.23023531
0,0,0,0.23023531
0,0,0,0.3136142
0,0,0,0.3163414
0,0,0,0.35849768
0,0,0,0.23776463
0,0,0,0.3163414
0,0,0,0.44540235
0,0,0,0.30976808
0,0,0,0.30976808
0,0,0,0.30976808
0,0,0,0.303508
0,0,0,0.303508
0,0,0,0.16093048
0,0,0,0.33658504
0,0,0,0.16093048
0,0,0,0.32364687
0,0,0,0.33018565
0,0,0,0.30065557
0,0,0,0.30065557
0,0,0,0.3417665
0,0,0,0.3417665
0,0,0,0.3543013
0,0,0,0.19452709
0,0,0,0.19452709
0,0,0,0.26032463
0,0,0,0.21374872
0,0,0,0.2187854
0,0,0,0.2187854
0,0,0,0.20916697
0,0,0,0.4312688
0,0,1,0.5424808
0,0,0,0.3383052
0,0,0,0.16133596
0,0,0,0.3315378
