,eff,values,feature
116,19.545454545454547,0.3755652,ssl_interlog_time_q1
117,26.060606060606062,0.38401935,ssl_interlog_time_q1
118,32.57575757575758,0.38401935,ssl_interlog_time_q1
119,39.09090909090909,0.38401935,ssl_interlog_time_q1
120,45.60606060606061,0.40118113,ssl_interlog_time_q1
121,52.121212121212125,0.40118113,ssl_interlog_time_q1
122,58.63636363636364,0.40118113,ssl_interlog_time_q1
123,65.15151515151516,0.40118113,ssl_interlog_time_q1
124,71.66666666666667,0.40118113,ssl_interlog_time_q1
125,78.18181818181819,0.40222898,ssl_interlog_time_q1
126,84.6969696969697,0.40222898,ssl_interlog_time_q1
127,91.21212121212122,0.40222898,ssl_interlog_time_q1
128,97.72727272727273,0.40222898,ssl_interlog_time_q1
129,104.24242424242425,0.40222898,ssl_interlog_time_q1
130,110.75757575757576,0.40222898,ssl_interlog_time_q1
131,117.27272727272728,0.40222898,ssl_interlog_time_q1
132,123.7878787878788,0.40222898,ssl_interlog_time_q1
133,130.3030303030303,0.40222898,ssl_interlog_time_q1
134,136.8181818181818,0.40222898,ssl_interlog_time_q1
135,143.33333333333334,0.40222898,ssl_interlog_time_q1
136,149.84848484848487,0.40222898,ssl_interlog_time_q1
137,156.36363636363637,0.40222898,ssl_interlog_time_q1
138,162.87878787878788,0.40688783,ssl_interlog_time_q1
139,169.3939393939394,0.40688783,ssl_interlog_time_q1
140,175.90909090909093,0.40688783,ssl_interlog_time_q1
141,182.42424242424244,0.40688783,ssl_interlog_time_q1
142,188.93939393939394,0.40688783,ssl_interlog_time_q1
143,195.45454545454547,0.40688783,ssl_interlog_time_q1
144,201.969696969697,0.40688783,ssl_interlog_time_q1
145,208.4848484848485,0.40688783,ssl_interlog_time_q1
146,215.0,0.40688783,ssl_interlog_time_q1
147,221.51515151515153,0.40688783,ssl_interlog_time_q1
148,228.03030303030306,0.40688783,ssl_interlog_time_q1
149,234.54545454545456,0.40688783,ssl_interlog_time_q1
150,241.06060606060606,0.40688783,ssl_interlog_time_q1
151,247.5757575757576,0.40688783,ssl_interlog_time_q1
152,254.09090909090912,0.40688783,ssl_interlog_time_q1
153,260.6060606060606,0.40688783,ssl_interlog_time_q1
154,267.1212121212121,0.40688783,ssl_interlog_time_q1
155,273.6363636363636,0.40688783,ssl_interlog_time_q1
156,280.1515151515152,0.40688783,ssl_interlog_time_q1
157,286.6666666666667,0.40688783,ssl_interlog_time_q1
158,293.1818181818182,0.40688783,ssl_interlog_time_q1
159,299.69696969696975,0.40688783,ssl_interlog_time_q1
160,306.21212121212125,0.40688783,ssl_interlog_time_q1
161,312.72727272727275,0.40688783,ssl_interlog_time_q1
162,319.24242424242425,0.40688783,ssl_interlog_time_q1
163,325.75757575757575,0.40688783,ssl_interlog_time_q1
164,332.2727272727273,0.40688783,ssl_interlog_time_q1
165,338.7878787878788,0.40688783,ssl_interlog_time_q1
166,345.3030303030303,0.40688783,ssl_interlog_time_q1
167,351.81818181818187,0.40688783,ssl_interlog_time_q1
168,358.33333333333337,0.40688783,ssl_interlog_time_q1
169,364.8484848484849,0.40688783,ssl_interlog_time_q1
170,371.3636363636364,0.40688783,ssl_interlog_time_q1
171,377.8787878787879,0.40688783,ssl_interlog_time_q1
172,384.39393939393943,0.40688783,ssl_interlog_time_q1
173,390.90909090909093,0.40688783,ssl_interlog_time_q1
174,397.42424242424244,0.4144928,ssl_interlog_time_q1
175,403.939393939394,0.4144928,ssl_interlog_time_q1
176,410.4545454545455,0.4144928,ssl_interlog_time_q1
177,416.969696969697,0.4144928,ssl_interlog_time_q1
178,423.4848484848485,0.4144928,ssl_interlog_time_q1
179,430.0,0.4144928,ssl_interlog_time_q1
180,436.51515151515156,0.4144928,ssl_interlog_time_q1
181,443.03030303030306,0.42463833,ssl_interlog_time_q1
182,449.54545454545456,0.42463833,ssl_interlog_time_q1
183,456.0606060606061,0.42463833,ssl_interlog_time_q1
184,462.5757575757576,0.42463833,ssl_interlog_time_q1
185,469.0909090909091,0.42463833,ssl_interlog_time_q1
186,475.6060606060606,0.42463833,ssl_interlog_time_q1
187,482.1212121212121,0.42463833,ssl_interlog_time_q1
188,488.6363636363637,0.42463833,ssl_interlog_time_q1
189,495.1515151515152,0.42463833,ssl_interlog_time_q1
190,501.6666666666667,0.42463833,ssl_interlog_time_q1
191,508.18181818181824,0.42463833,ssl_interlog_time_q1
192,514.6969696969697,0.42463833,ssl_interlog_time_q1
193,521.2121212121212,0.42463833,ssl_interlog_time_q1
194,527.7272727272727,0.42463833,ssl_interlog_time_q1
195,534.2424242424242,0.42463833,ssl_interlog_time_q1
196,540.7575757575758,0.42463833,ssl_interlog_time_q1
197,547.2727272727273,0.42463833,ssl_interlog_time_q1
198,553.7878787878789,0.42463833,ssl_interlog_time_q1
199,560.3030303030304,0.42463833,ssl_interlog_time_q1
200,566.8181818181819,0.42463833,ssl_interlog_time_q1
201,573.3333333333334,0.42463833,ssl_interlog_time_q1
202,579.8484848484849,0.42463833,ssl_interlog_time_q1
203,586.3636363636364,0.42463833,ssl_interlog_time_q1
204,592.8787878787879,0.42463833,ssl_interlog_time_q1
205,599.3939393939395,0.42463833,ssl_interlog_time_q1
206,605.909090909091,0.42463833,ssl_interlog_time_q1
207,612.4242424242425,0.42463833,ssl_interlog_time_q1
208,618.939393939394,0.42463833,ssl_interlog_time_q1
209,625.4545454545455,0.42463833,ssl_interlog_time_q1
210,631.969696969697,0.42463833,ssl_interlog_time_q1
211,638.4848484848485,0.42463833,ssl_interlog_time_q1
212,645.0,0.42463833,ssl_interlog_time_q1
213,0.0,0.34734428,ssl_interlog_time_q2
214,1.0,0.42728436,ssl_interlog_time_q2
215,2.0,0.46938083,ssl_interlog_time_q2
216,3.0,0.46938083,ssl_interlog_time_q2
217,4.0,0.46938083,ssl_interlog_time_q2
218,5.0,0.46938083,ssl_interlog_time_q2
219,6.0,0.46938083,ssl_interlog_time_q2
220,7.0,0.46938083,ssl_interlog_time_q2
221,8.0,0.46938083,ssl_interlog_time_q2
222,9.0,0.46938083,ssl_interlog_time_q2
223,10.0,0.46938083,ssl_interlog_time_q2
224,0.0,0.40051943,ssl_interlog_time_q3
225,1.0,0.39999402,ssl_interlog_time_q3
226,2.0,0.39999402,ssl_interlog_time_q3
227,3.0,0.39999402,ssl_interlog_time_q3
228,4.0,0.39999402,ssl_interlog_time_q3
229,0.0,0.40044963,ssl_interlog_time_q4
230,1.0,0.40044963,ssl_interlog_time_q4
231,2.0,0.40044963,ssl_interlog_time_q4
232,0.0,0.40018588,ssl_interlog_time_q5
233,1.0,0.4176861,ssl_interlog_time_q5
234,2.0,0.4176861,ssl_interlog_time_q5
235,0.0,0.40044963,http_interlog_time_q1
236,1.2525252525252526,0.40044963,http_interlog_time_q1
237,2.505050505050505,0.40044963,http_interlog_time_q1
238,3.757575757575758,0.40044963,http_interlog_time_q1
239,5.01010101010101,0.40044963,http_interlog_time_q1
240,6.262626262626263,0.40044963,http_interlog_time_q1
241,7.515151515151516,0.40044963,http_interlog_time_q1
242,8.767676767676768,0.40044963,http_interlog_time_q1
243,10.02020202020202,0.40044963,http_interlog_time_q1
244,11.272727272727273,0.40044963,http_interlog_time_q1
245,12.525252525252526,0.40044963,http_interlog_time_q1
246,13.777777777777779,0.40044963,http_interlog_time_q1
247,15.030303030303031,0.40044963,http_interlog_time_q1
248,16.282828282828284,0.40044963,http_interlog_time_q1
249,17.535353535353536,0.40044963,http_interlog_time_q1
250,18.78787878787879,0.40044963,http_interlog_time_q1
251,20.04040404040404,0.40044963,http_interlog_time_q1
252,21.292929292929294,0.40044963,http_interlog_time_q1
253,22.545454545454547,0.40044963,http_interlog_time_q1
254,23.7979797979798,0.40044963,http_interlog_time_q1
255,25.050505050505052,0.40044963,http_interlog_time_q1
256,26.303030303030305,0.40044963,http_interlog_time_q1
257,27.555555555555557,0.40044963,http_interlog_time_q1
258,28.80808080808081,0.40044963,http_interlog_time_q1
259,30.060606060606062,0.40044963,http_interlog_time_q1
260,31.313131313131315,0.40044963,http_interlog_time_q1
261,32.56565656565657,0.40044963,http_interlog_time_q1
262,33.81818181818182,0.40044963,http_interlog_time_q1
263,35.07070707070707,0.40044963,http_interlog_time_q1
264,36.323232323232325,0.40044963,http_interlog_time_q1
265,37.57575757575758,0.40044963,http_interlog_time_q1
266,38.82828282828283,0.40044963,http_interlog_time_q1
267,40.08080808080808,0.40044963,http_interlog_time_q1
268,41.333333333333336,0.40044963,http_interlog_time_q1
269,42.58585858585859,0.40044963,http_interlog_time_q1
270,43.83838383838384,0.40044963,http_interlog_time_q1
271,45.09090909090909,0.40044963,http_interlog_time_q1
272,46.343434343434346,0.40044963,http_interlog_time_q1
273,47.5959595959596,0.40044963,http_interlog_time_q1
274,48.84848484848485,0.40044963,http_interlog_time_q1
275,50.101010101010104,0.40044963,http_interlog_time_q1
276,51.35353535353536,0.40044963,http_interlog_time_q1
277,52.60606060606061,0.40044963,http_interlog_time_q1
278,53.85858585858586,0.40044963,http_interlog_time_q1
279,55.111111111111114,0.40044963,http_interlog_time_q1
280,56.36363636363637,0.40044963,http_interlog_time_q1
281,57.61616161616162,0.40044963,http_interlog_time_q1
282,58.86868686868687,0.40044963,http_interlog_time_q1
283,60.121212121212125,0.40044963,http_interlog_time_q1
284,61.37373737373738,0.40044963,http_interlog_time_q1
285,62.62626262626263,0.40044963,http_interlog_time_q1
286,63.87878787878788,0.40044963,http_interlog_time_q1
287,65.13131313131314,0.40044963,http_interlog_time_q1
288,66.3838383838384,0.40044963,http_interlog_time_q1
289,67.63636363636364,0.40044963,http_interlog_time_q1
290,68.88888888888889,0.40044963,http_interlog_time_q1
291,70.14141414141415,0.40044963,http_interlog_time_q1
292,71.3939393939394,0.40044963,http_interlog_time_q1
293,72.64646464646465,0.40044963,http_interlog_time_q1
294,73.8989898989899,0.40044963,http_interlog_time_q1
295,75.15151515151516,0.40044963,http_interlog_time_q1
296,76.40404040404042,0.40044963,http_interlog_time_q1
297,77.65656565656566,0.40044963,http_interlog_time_q1
298,78.9090909090909,0.40044963,http_interlog_time_q1
299,80.16161616161617,0.40044963,http_interlog_time_q1
300,81.41414141414143,0.40044963,http_interlog_time_q1
301,82.66666666666667,0.40044963,http_interlog_time_q1
302,83.91919191919192,0.40044963,http_interlog_time_q1
303,85.17171717171718,0.40044963,http_interlog_time_q1
304,86.42424242424244,0.40044963,http_interlog_time_q1
305,87.67676767676768,0.40044963,http_interlog_time_q1
306,88.92929292929293,0.40044963,http_interlog_time_q1
307,90.18181818181819,0.40044963,http_interlog_time_q1
308,91.43434343434345,0.40044963,http_interlog_time_q1
309,92.68686868686869,0.40044963,http_interlog_time_q1
310,93.93939393939394,0.40044963,http_interlog_time_q1
311,95.1919191919192,0.40044963,http_interlog_time_q1
312,96.44444444444446,0.40044963,http_interlog_time_q1
313,97.6969696969697,0.40044963,http_interlog_time_q1
314,98.94949494949495,0.40044963,http_interlog_time_q1
315,100.20202020202021,0.40044963,http_interlog_time_q1
316,101.45454545454547,0.40044963,http_interlog_time_q1
317,102.70707070707071,0.40044963,http_interlog_time_q1
318,103.95959595959596,0.40044963,http_interlog_time_q1
319,105.21212121212122,0.40044963,http_interlog_time_q1
320,106.46464646464648,0.40044963,http_interlog_time_q1
321,107.71717171717172,0.40044963,http_interlog_time_q1
322,108.96969696969697,0.40044963,http_interlog_time_q1
323,110.22222222222223,0.40044963,http_interlog_time_q1
324,111.47474747474749,0.40044963,http_interlog_time_q1
325,112.72727272727273,0.40044963,http_interlog_time_q1
326,113.97979797979798,0.40044963,http_interlog_time_q1
327,115.23232323232324,0.40044963,http_interlog_time_q1
328,116.4848484848485,0.40044963,http_interlog_time_q1
329,117.73737373737374,0.40044963,http_interlog_time_q1
330,118.98989898989899,0.40044963,http_interlog_time_q1
331,120.24242424242425,0.40044963,http_interlog_time_q1
332,121.49494949494951,0.40044963,http_interlog_time_q1
333,122.74747474747475,0.40044963,http_interlog_time_q1
334,124.0,0.40044963,http_interlog_time_q1
335,0.0,0.40044963,http_interlog_time_q2
336,1.0,0.40044963,http_interlog_time_q2
337,2.0,0.40044963,http_interlog_time_q2
338,3.0,0.40044963,http_interlog_time_q2
339,4.0,0.40044963,http_interlog_time_q2
340,5.0,0.40044963,http_interlog_time_q2
341,6.0,0.40044963,http_interlog_time_q2
342,7.0,0.40044963,http_interlog_time_q2
343,8.0,0.40044963,http_interlog_time_q2
344,0.0,0.40044963,http_interlog_time_q3
345,1.0,0.40044963,http_interlog_time_q3
346,2.0,0.40044963,http_interlog_time_q3
347,3.0,0.40044963,http_interlog_time_q3
348,4.0,0.40044963,http_interlog_time_q3
349,5.0,0.40044963,http_interlog_time_q3
350,0.0,0.40044963,http_interlog_time_q4
351,1.0,0.40044963,http_interlog_time_q4
352,2.0,0.40044963,http_interlog_time_q4
353,3.0,0.40044963,http_interlog_time_q4
354,4.0,0.40044963,http_interlog_time_q4
355,0.0,0.40044963,http_interlog_time_q5
356,1.0,0.40044963,http_interlog_time_q5
357,2.0,0.40044963,http_interlog_time_q5
