,dns_interlog_time_q1,dns_interlog_time_q2,dns_interlog_time_q3,dns_interlog_time_q4,dns_interlog_time_q5,ssl_interlog_time_q1,ssl_interlog_time_q2,ssl_interlog_time_q3,ssl_interlog_time_q4,ssl_interlog_time_q5,http_interlog_time_q1,http_interlog_time_q2,http_interlog_time_q3,http_interlog_time_q4,http_interlog_time_q5,mean_interlog_time_dns_interlog_time,std_interlog_time_dns_interlog_time,mean_interlog_time_ssl_interlog_time,std_interlog_time_ssl_interlog_time,mean_interlog_time_http_interlog_time,std_interlog_time_http_interlog_time,dns_protocol_tcp_ratio,dns_common_tcp_ports_ratio,dns_common_udp_ports_ratio,dns_rcode_error_ratio,dns_rcode_nxdomain_ratio,dns_rcode_noauth_ratio,dns_rcode_refused_ratio,dns_rcode_notzone_ratio,dns_authoritative_ans_ratio,dns_recursion_desired_ratio,dns_rejected_ratio,dns_truncation_ratio,dns_mean_TTL,dns_len_TTL,dns_qtype_obsolete_ratio,dns_non_reserved_srcport_ratio,dns_non_reserved_dstport_ratio,dns_usual_dns_srcport_ratio,dns_usual_dns_dstport_ratio,dns_shorturl_ratio,dns_compromised_domain_ratio,dns_compromised_dstip_ratio,dns_socialmedia_ratio,ssl_version_ratio_v10,ssl_version_ratio_v20,ssl_version_ratio_v30,ssl_established_ratio,ssl_compromised_dst_ip_ratio,ssl_resumed_ratio,ssl_validation_status_ratio,ssl_curve_standard_ratio,ssl_last_alert_ratio,http_request_body_len_ratio,http_response_body_len_ratio,http_method_get_ratio,http_method_post_ratio,http_method_head_ratio,http_method_put_ratio,http_status_200_ratio,http_status_400_ratio,http_private_con_ratio,http_compromised_dstip_ratio,http_version_obsolete_ratio,smtp_in_mean_hops,smtp_subject_num_words,smtp_subject_num_characters,smtp_subject_richness,smtp_subject_in_phishing_words,smtp_in_is_reply,smtp_in_is_forwarded,smtp_in_is_normal,smtp_in_is_spam,smtp_in_files,smtp_in_hazardous_extensions,non_working_days_dns,non_working_days_http,non_working_days_ssl,non_working_hours_dns,non_working_hours_http,non_working_hours_ssl,GroundTruth,Predicted
841,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83308695652174,0.0,28.454166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.0,0.4,0.6,0.6153846153846154,0.0,54.0,2941.3333333333335,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.7777777777777778,0.2222222222222222,8.777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
843,29.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,3.197379310344828,0.0,9.760903225806452,0.0,12.276578947368423,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,562.5238095238095,2.742857142857143,0.5714285714285714,1.0,0.6285714285714286,0.5714285714285714,0.9428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37142857142857144,0.0,0.5428571428571428,0.9102040816326531,0.8114285714285714,0.0,3.652173913043478,17469.91304347826,0.782608695652174,0.043478260869565216,0.17391304347826086,0.0,0.8260869565217391,0.17391304347826086,11.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,1
844,29.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,3.197379310344828,0.0,9.554781250000001,0.0,12.276578947368423,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,562.5238095238095,2.742857142857143,0.5714285714285714,1.0,0.6285714285714286,0.5714285714285714,0.9428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42105263157894735,0.0,0.5,0.8383458646616542,0.7473684210526316,0.0,3.652173913043478,17469.91304347826,0.782608695652174,0.043478260869565216,0.17391304347826086,0.0,0.8260869565217391,0.17391304347826086,11.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,1
857,10.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.33929999999999993,0.0,5.201463414634146,0.0,1.4907551020408163,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,1147.1041666666667,3.9166666666666665,0.5833333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23846153846153847,0.0,0.5615384615384615,0.8316239316239317,0.7997863247863248,0.0,23.403508771929825,5950.368421052632,0.6666666666666666,0.2807017543859649,0.05263157894736842,0.0,0.7368421052631579,0.08771929824561403,52.98245614035088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
858,10.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.33929999999999993,0.0,1.9320673076923076,0.0,1.4111153846153845,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,1147.1041666666667,3.9166666666666665,0.5833333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22522522522522523,0.0,0.5495495495495496,0.8432432432432432,0.8186686686686688,0.0,78.43333333333334,5663.933333333333,0.6666666666666666,0.2833333333333333,0.05,0.0,0.7333333333333333,0.08333333333333333,50.68333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
859,10.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.33929999999999993,0.0,1.9320673076923076,0.0,1.4111153846153845,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,1147.1041666666667,3.9166666666666665,0.5833333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22727272727272727,0.0,0.5545454545454546,0.8509090909090908,0.8261111111111112,0.0,78.43333333333334,5663.933333333333,0.6666666666666666,0.2833333333333333,0.05,0.0,0.7333333333333333,0.08333333333333333,50.68333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
866,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6.658326086956522,0.0,6.908411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2549019607843137,0.0,0.7843137254901961,1.0,0.9726678550207962,0.0,89.38461538461539,2164.358974358974,0.5384615384615384,0.4358974358974359,0.02564102564102564,0.0,0.8717948717948718,0.02564102564102564,34.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
867,0.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,7.906101851851852,0.0,7.158426229508198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30434782608695654,0.0,0.8,1.0,0.9361093237736312,0.0,60.945205479452056,1503.4657534246576,0.684931506849315,0.3013698630136986,0.0136986301369863,0.0,0.9178082191780822,0.0273972602739726,34.45205479452055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
868,0.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,9.887717741935484,0.0,7.158426229508198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3533834586466165,0.0,0.8120300751879699,0.8646616541353384,0.9109215957441172,0.0,59.32,1474.3333333333333,0.6933333333333334,0.29333333333333333,0.013333333333333334,0.0,0.9066666666666666,0.04,33.586666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
869,0.0,0.0,0.0,0.0,0.0,131.0,3.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,12.251007462686568,0.0,7.158426229508198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3698630136986301,0.0,0.8287671232876712,0.7876712328767124,0.9188532344792301,0.0,57.77922077922078,1443.155844155844,0.7012987012987013,0.2857142857142857,0.012987012987012988,0.0,0.8961038961038961,0.05194805194805195,32.76623376623377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
870,0.0,0.0,0.0,0.0,0.0,276.0,3.0,0.0,0.0,0.0,138.0,2.0,0.0,0.0,0.0,0.0,0.0,7.771462365591399,0.0,4.844578571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33114754098360655,0.0,0.6786885245901639,0.898360655737705,0.8734104786765372,0.0,39.60233918128655,1359.9122807017543,0.7017543859649122,0.29239766081871343,0.005847953216374269,0.0,0.695906432748538,0.029239766081871343,66.42690058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
871,0.0,0.0,0.0,0.0,0.0,277.0,3.0,0.0,0.0,0.0,143.0,2.0,0.0,1.0,0.0,0.0,0.0,7.743521428571429,0.0,7.498623287671233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3235294117647059,0.0,0.6895424836601307,0.8790849673202614,0.8738241699226923,0.0,38.259887005649716,1325.0112994350281,0.711864406779661,0.2824858757062147,0.005649717514124294,0.0,0.7005649717514124,0.03389830508474576,64.51412429378531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
872,0.0,0.0,0.0,0.0,0.0,280.0,3.0,1.0,0.0,0.0,135.0,2.0,0.0,1.0,0.0,0.0,0.0,8.627771126760564,0.0,8.16818115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.313915857605178,0.0,0.686084142394822,0.8802588996763754,0.8795603087064181,0.0,26.900584795321638,1247.7719298245613,0.7602339181286549,0.23391812865497075,0.005847953216374269,0.0,0.695906432748538,0.04093567251461988,64.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
873,0.0,0.0,0.0,0.0,0.0,233.0,3.0,1.0,0.0,0.0,111.0,3.0,0.0,1.0,0.0,0.0,0.0,10.050721518987341,0.0,10.937199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3320610687022901,0.0,0.6755725190839694,0.7938931297709924,0.8806779532915124,0.0,25.433566433566433,1336.5454545454545,0.7482517482517482,0.24475524475524477,0.006993006993006993,0.0,0.6153846153846154,0.04895104895104895,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
874,0.0,0.0,0.0,0.0,0.0,229.0,3.0,1.0,0.0,0.0,111.0,3.0,0.0,1.0,0.0,0.0,0.0,10.151283261802574,0.0,10.937199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32945736434108525,0.0,0.6705426356589147,0.8062015503875969,0.8842112893459889,0.0,25.433566433566433,1336.167832167832,0.7482517482517482,0.24475524475524477,0.006993006993006993,0.0,0.6153846153846154,0.04895104895104895,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
875,0.0,0.0,0.0,0.0,0.0,230.0,3.0,2.0,0.0,0.0,111.0,3.0,0.0,1.0,0.0,0.0,0.0,10.741868085106384,0.0,10.937199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32432432432432434,0.0,0.6602316602316602,0.803088803088803,0.8846583500048847,0.0,25.433566433566433,1344.1468531468531,0.7482517482517482,0.24475524475524477,0.006993006993006993,0.0,0.6153846153846154,0.04895104895104895,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
876,0.0,0.0,0.0,0.0,0.0,93.0,4.0,2.0,0.0,0.0,34.0,3.0,0.0,1.0,0.0,0.0,0.0,24.29217171717172,0.0,34.36376315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4144144144144144,0.0,0.8558558558558559,0.44144144144144143,0.9389389389389389,0.0,24.79245283018868,1352.811320754717,0.8490566037735849,0.1320754716981132,0.018867924528301886,0.0,0.7547169811320755,0.1320754716981132,20.37735849056604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
877,0.0,0.0,0.0,0.0,0.0,151.0,4.0,2.0,0.0,0.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,16.283777070063692,0.0,15.935464285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27218934911242604,0.0,0.8520710059171598,0.28994082840236685,0.9598948060486523,0.0,27.12621359223301,1005.5242718446602,0.7475728155339806,0.24271844660194175,0.009708737864077669,0.0,0.8640776699029126,0.06796116504854369,42.52427184466019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
878,0.0,0.0,0.0,0.0,0.0,167.0,4.0,1.0,0.0,0.0,64.0,7.0,0.0,0.0,0.0,0.0,0.0,14.887924418604651,0.0,19.90519718309859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29347826086956524,0.0,0.8913043478260869,0.0,0.9631642512077295,0.0,17.011494252873565,9900.80459770115,0.735632183908046,0.20689655172413793,0.05747126436781609,0.0,0.8045977011494253,0.12643678160919541,41.94252873563219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
879,0.0,0.0,0.0,0.0,0.0,168.0,3.0,1.0,0.0,1.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,14.999878612716765,0.0,15.452357142857146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2702702702702703,0.0,0.8756756756756757,0.0972972972972973,0.9633633633633634,0.0,17.209302325581394,9981.372093023256,0.7325581395348837,0.20930232558139536,0.05813953488372093,0.0,0.8372093023255814,0.11627906976744186,42.30232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
880,0.0,0.0,0.0,0.0,0.0,175.0,3.0,1.0,1.0,1.0,79.0,5.0,1.0,0.0,0.0,0.0,0.0,14.458563535911603,0.0,17.407505882352943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2694300518134715,0.0,0.8497409326424871,0.138860103626943,0.9371595589212169,0.0,14.653465346534654,8522.178217821782,0.7722772277227723,0.1782178217821782,0.04950495049504951,0.0,0.8316831683168316,0.09900990099009901,38.84158415841584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
881,0.0,0.0,0.0,0.0,0.0,165.0,2.0,0.0,1.0,1.0,79.0,5.0,1.0,0.0,0.0,0.0,0.0,12.084923076923078,0.0,17.407505882352943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2569832402234637,0.0,0.8547486033519553,0.14972067039106146,0.9322446640882395,0.0,14.94949494949495,8677.282828282829,0.7676767676767676,0.18181818181818182,0.050505050505050504,0.0,0.8383838383838383,0.09090909090909091,39.58585858585859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
882,0.0,0.0,0.0,0.0,0.0,157.0,1.0,0.0,1.0,1.0,78.0,4.0,1.0,0.0,0.0,0.0,0.0,10.21976875,0.0,14.3375421686747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22023809523809523,0.0,0.8511904761904762,0.15952380952380954,0.9496336996336997,0.0,15.578947368421053,9033.084210526316,0.7578947368421053,0.18947368421052632,0.05263157894736842,0.0,0.8526315789473684,0.08421052631578947,41.084210526315786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
883,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,1.0,1.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,15.092336734693877,0.0,23.89361290322581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3557692307692308,0.0,0.8653846153846154,0.2576923076923077,0.918639053254438,0.0,0.0,22276.945945945947,0.8648648648648649,0.0,0.13513513513513514,0.0,0.6756756756756757,0.1891891891891892,14.567567567567568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
888,13.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.34815384615384615,0.0,1.957638036809816,0.0,3.6288313253012054,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,13849.566666666668,3.466666666666667,0.6666666666666666,1.0,0.8666666666666667,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2947976878612717,0.0,0.6589595375722543,0.6520231213872832,0.8775935922546536,0.0,23.142857142857142,26468.89010989011,0.6923076923076923,0.27472527472527475,0.03296703296703297,0.0,0.8681318681318682,0.04395604395604396,64.4065934065934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
889,13.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.34815384615384615,0.0,2.013225609756098,0.0,3.6288313253012054,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,13849.566666666668,3.466666666666667,0.6666666666666666,1.0,0.8666666666666667,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3068181818181818,0.0,0.6647727272727273,0.6409090909090909,0.8626346105684948,0.0,23.142857142857142,26468.89010989011,0.6923076923076923,0.27472527472527475,0.03296703296703297,0.0,0.8681318681318682,0.04395604395604396,64.4065934065934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
891,22.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.32363636363636367,0.0,2.3980647058823528,0.0,3.7685697674418615,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,7534.835714285714,2.9285714285714284,0.5357142857142857,1.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3387096774193548,0.0,0.6720430107526881,0.6602150537634408,0.8700198465594359,0.0,21.489795918367346,24594.48979591837,0.7142857142857143,0.25510204081632654,0.030612244897959183,0.0,0.8673469387755102,0.05102040816326531,60.10204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
892,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.28822222222222227,0.0,9.006,0.0,10.399666666666665,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,248.60769230769228,2.3076923076923075,0.38461538461538464,1.0,0.6153846153846154,0.6153846153846154,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6923076923076923,0.0,0.6153846153846154,0.7435897435897436,0.735042735042735,0.0,25.782608695652176,516.5652173913044,0.6956521739130435,0.30434782608695654,0.0,0.0,0.9130434782608695,0.08695652173913043,12.391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
937,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.173627450980387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6833333333333333,0.0,0.6166666666666667,0.5,0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
938,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6595744680851063,0.0,0.574468085106383,0.6382978723404256,0.5691489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
939,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61968965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5588235294117647,0.0,0.47058823529411764,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
953,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.586432432432424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5434782608695652,0.0,0.45652173913043476,0.717391304347826,0.7619565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
